favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
35,SocialFlow,"Joe Biden surprised by ""degree of criticism"" Barack Obama took at Democratic debate https://t.co/AhUgDyTui3 https://t.co/SWDW5FTVey",,False,Thu Aug 01 17:53:02 +0000 2019,8,1156986206804221953
29,SocialFlow,"Tom Steyer releases economic agenda emphasizing ""people over profits"" https://t.co/51MXUWrXZR https://t.co/PSDCeFVZ7P",,False,Mon Oct 07 22:37:06 +0000 2019,4,1181337682716348417
248,SocialFlow,"Fact check: President Trump falsely claims he ""opened"" a factory that has made Apple computers since 2013… https://t.co/Ve4Z1H9waM",,False,Thu Nov 21 20:31:09 +0000 2019,129,1197613439109210113
155,SocialFlow,"Alexandria Ocasio-Cortez endorses Bernie Sanders at his ""Bernie's Back"" rally in New York https://t.co/PzYOui0Oi7 https://t.co/0EpJZGbTfy",,False,Sat Oct 19 19:58:03 +0000 2019,26,1185646311460265985
93,SocialFlow,"Fact check: Trump parrots talking points from Putin, Erdogan on Syria https://t.co/AoOnSpjjy1 https://t.co/8kvkPSE8kx",,False,Fri Oct 18 22:41:05 +0000 2019,59,1185324953270390784
4,SocialFlow,Kirsten Gillibrand argues Joe Biden meant to imply women working outside the home would hurt families… https://t.co/ZZvugzpkh0,,False,Thu Aug 01 23:23:07 +0000 2019,3,1157069276953624578
96,SocialFlow,"Ady Barkan, activist with ALS, endorses Elizabeth Warren for president https://t.co/Gj4wUno3LK https://t.co/KvM5AHqfUQ",,False,Wed Nov 20 13:29:07 +0000 2019,18,1197144845309100034
448,Twitter Media Studio,Kamala Harris on President Trump's address: “The reality is that his words also today were empty and frankly meanin… https://t.co/xjSnuCOX9f,,False,Mon Aug 05 23:22:29 +0000 2019,127,1158518668831182849
24,SocialFlow,"Ohio Republican lawmaker blames recent mass shootings on Barack Obama, ""fatherlessness"" and ""drag queen advocates""… https://t.co/RQMyJFmDuo",,False,Wed Aug 07 02:30:02 +0000 2019,4,1158928256835493889
22,SocialFlow,There are still 12 House Democrats who don't support impeachment proceedings. Why? | Analysis by CNN's Chris Cilliz… https://t.co/ACtj69ALkn,,False,Fri Sep 27 22:46:04 +0000 2019,11,1177716060994314240
35,TweetDeck,"President Trump on vaping: ""We are looking at vaping very strongly... we are going to have some very strong rules,… https://t.co/O46aJwOHC0",,False,Wed Sep 11 18:37:00 +0000 2019,16,1171855174475796480
57,SocialFlow,John Hickenlooper is keeping his options open on a Senate run as his presidential bid struggles… https://t.co/SskaEOTobQ,,False,Wed Aug 07 10:15:06 +0000 2019,11,1159045294371278849
27,SocialFlow,Trump 2020 can't afford a recession | Analysis https://t.co/Iwd0AfWGoR https://t.co/03E8yBIhi1,,False,Fri Aug 16 17:28:03 +0000 2019,13,1162415738583486464
1022,Twitter Media Studio,"How did Andrew Yang go from a ""longer than long shot"" to standing on stage at the Democratic presidential debates?… https://t.co/tuQP06wDnT",,False,Mon Sep 30 18:20:40 +0000 2019,311,1178736432824889346
110,SocialFlow,"""'Truly heartbreaking:"" Beto O'Rourke to return to his hometown of El Paso, Texas after a deadly shooting… https://t.co/6umzFTkn0z",,False,Sun Aug 04 12:30:09 +0000 2019,29,1157992115093364737
106,SocialFlow,Trump's attacks on Democratic cities ignores poverty in GOP states | Analysis https://t.co/DjNes4ntJ0 https://t.co/Aaipw4M9ly,,False,Sun Aug 04 08:30:07 +0000 2019,57,1157931708953636864
62,SocialFlow,"Adnan Syed's lawyers file a petition for the Supreme Court to take up ""Serial"" case https://t.co/TRUxEmRfuS https://t.co/pAtTpyDvOg",,False,Mon Aug 19 23:39:02 +0000 2019,12,1163596264409317381
164,SocialFlow,Trump's options for winning a second term are narrowing | Analysis https://t.co/4z5pgwT0Nh https://t.co/O6T8oJqRRK,,False,Wed Nov 20 05:08:04 +0000 2019,33,1197018752375758848
48,Twitter Media Studio,CNN's Oren Liebermann reports on reaction to Israel barring Democratic Reps. Ilhan Omar and Rashida Tlaib from ente… https://t.co/lZusb6gmxY,,False,Thu Aug 15 19:40:00 +0000 2019,25,1162086556393328640
178,SocialFlow,Elizabeth Warren embraces Jay Inslee's climate change platform https://t.co/VKbtrSDtYf https://t.co/t0WZ9SlOcH,,False,Tue Sep 03 23:17:59 +0000 2019,39,1169026783087386631
81,SocialFlow,Julián Castro qualifies for September Democratic primary debates with new poll https://t.co/2rUkvpLQLp https://t.co/O0f3j2cB6A,,False,Tue Aug 20 22:30:06 +0000 2019,16,1163941302809051142
24,SocialFlow,Pete Buttigieg's minority problem isn't just about name recognition | Analysis by CNN's Harry Enten… https://t.co/dLnACDyOJ8,,False,Mon Nov 25 00:30:05 +0000 2019,11,1198760733439340549
16,TweetDeck,The return of the “Gaffe Machine” (and 4 other big 2020 stories to watch) | Analysis by CNN’s Chris Cillizza… https://t.co/0lDw0NtNFz,,False,Mon Aug 12 01:35:00 +0000 2019,8,1160726343681740802
204,SocialFlow,NEW: Judge denies attempt by Rudy Giuliani's associate to get off house arrest and GPS monitoring… https://t.co/3n9z41OiXd,,False,Fri Nov 01 19:44:29 +0000 2019,56,1190353939788705795
44,SocialFlow,FEMA nominee says he does not know the causes of climate change https://t.co/W6Fqnl8ivW https://t.co/dG9600Piki,,False,Mon Nov 18 17:37:03 +0000 2019,36,1196482461716426752
73,SocialFlow,Mike Pompeo and other State Department leaders were silent when faced with a campaign from Rudy Giuliani to oust th… https://t.co/MNrGgFy4xh,,False,Mon Nov 04 19:55:52 +0000 2019,59,1191443965851111424
54,SocialFlow,Elizabeth Warren releases plan to implement Medicare for All during first term in office https://t.co/H8HWrc8yEi https://t.co/yJN4zu49uE,,False,Sat Nov 16 03:07:05 +0000 2019,11,1195538754418696192
74,TweetDeck,"Here’s who qualified for the September debate:
• Joe Biden
• Cory Booker
• Pete Buttigieg
• Julián Castro
• Kamala… https://t.co/ApxQCcGQxs",,False,Thu Aug 29 23:35:00 +0000 2019,25,1167219126307155968
52,SocialFlow,The Republican National Committee will hold their annual winter meeting at President Donald Trump's National Doral… https://t.co/xtlxmyiazE,,False,Thu Nov 14 22:15:07 +0000 2019,35,1195102890316238850
79,SocialFlow,"The 58 most bananas lines from Donald Trump's ""Fox &amp; Friends"" interview | Analysis by CNN's Chris Cillizza… https://t.co/EQjXNCZrCy",,False,Sat Nov 23 21:28:04 +0000 2019,56,1198352540745764864
38,SocialFlow,Democrats' diverse debate stage highlights society's progress – and problems | Analysis https://t.co/kDGFUq7gCw https://t.co/NroVqxAU3X,,False,Mon Nov 25 05:07:03 +0000 2019,10,1198830434089652226
62,SocialFlow,Farmers find another reason to get frustrated with President Trump https://t.co/U56rbqqRCX https://t.co/DGcWDbTvpx,,False,Mon Sep 30 17:22:19 +0000 2019,29,1178721748935680007
234,SocialFlow,"Watergate journalist Carl Bernstein: Trump ""unraveling"" after ""his corruption"" exposed https://t.co/DBA9COnPtP https://t.co/LcCYLdLKVz",,False,Sat Sep 28 00:10:05 +0000 2019,70,1177737203453218817
27,SocialFlow,Fact check: Does the 6th Amendment require the whistleblower to face President Trump? https://t.co/4LqWapAu4U https://t.co/8JRebKKCoZ,,False,Wed Nov 06 22:50:04 +0000 2019,22,1192212582972739585
59,SocialFlow,"Pete Buttigieg: ""I feel sorry for the President"" after he showed apparently altered hurricane map… https://t.co/1quMs2Y77C",,False,Sun Sep 08 09:36:03 +0000 2019,15,1170631877415358466
126,SocialFlow,Sen. Lindsey Graham asks State Department for documents related to the Bidens and Ukraine https://t.co/6mDvBGPvMX https://t.co/wKeUMpAUEz,,False,Fri Nov 22 16:43:04 +0000 2019,41,1197918428872531968
88,SocialFlow,Fact check: Trump tells elaborate false story about Van Jones apologizing to him https://t.co/C3rw9zcTCW https://t.co/EUrOwDer4p,,False,Sun Oct 06 19:33:05 +0000 2019,34,1180928984479084544
8,SocialFlow,Debates confirm there is really only one issue in the Democratic primary | Analysis https://t.co/daPJdw36Q2 https://t.co/fnBcviNDwb,,False,Fri Sep 13 19:46:03 +0000 2019,7,1172597328890535936
8,SocialFlow,President Trump expected to select Deputy Secretary of State John Sullivan for US ambassador to Russia… https://t.co/2l1FmzKcpp,,False,Tue Aug 20 18:45:53 +0000 2019,11,1163884876204052480
13,SocialFlow,President Trump praises his former campaign manager Corey Lewandowski ahead of potential Senate bid… https://t.co/S1hVTfClgl,,False,Fri Aug 16 04:05:06 +0000 2019,10,1162213670572572677
38,SocialFlow,Defense secretary says ISIS not in a resurgent state in Syria despite Pentagon report saying ISIS is re-surging… https://t.co/zD3fKUXeNk,,False,Fri Aug 23 02:00:07 +0000 2019,20,1164718933062094848
18,SocialFlow,The new James Comey report proves whatever you want it to prove | Analysis by CNN's Chris Cillizza… https://t.co/jbKk1CgPVo,,False,Thu Aug 29 22:34:59 +0000 2019,9,1167204022379589632
220,SocialFlow,Anthony Scaramucci says he's putting together coalition to stop Trump in 2020 https://t.co/7nmD8ncCZT https://t.co/9laa8UnGth,,False,Mon Aug 19 15:09:10 +0000 2019,55,1163467952743768070
30,SocialFlow,Two US senators denied visas to Russia https://t.co/5I1ouaMwHo https://t.co/Gy2pJfYJPO,,False,Tue Aug 27 21:18:03 +0000 2019,30,1166459888949706752
27,SocialFlow,US budget deficit rises 27% through July https://t.co/hGqYaky2ca https://t.co/JEBuhRyUyf,,False,Tue Aug 13 21:30:04 +0000 2019,24,1161389479514558465
19,SocialFlow,First on CNN: 737 MAX panel to call for changes in FAA certification process https://t.co/vZRUpgG3PT https://t.co/cxEij6UOze,,False,Tue Aug 20 14:28:38 +0000 2019,3,1163820140795797505
10,SocialFlow,Parkland dad describes meeting with Alyssa Milano and Sen. Ted Cruz https://t.co/7pE6p8rc3H https://t.co/LExuoOY3W5,,False,Wed Sep 11 22:31:05 +0000 2019,6,1171914083425226754
30,SocialFlow,Here are the lawmakers who are not seeking reelection to Congress in 2020 https://t.co/kbpixr4OzF https://t.co/X1uK6JcDZM,,False,Mon Sep 02 22:36:06 +0000 2019,23,1168653856504500224
47,SocialFlow,"Kellyanne Conway just took ""alternative facts"" to a whole new level | Analysis by CNN's Chris Cillizza… https://t.co/Gbb4YJvUJg",,False,Mon Nov 04 21:31:05 +0000 2019,30,1191467929516347392
55,SocialFlow,President Trump makes pitch to black voters by suggesting Democrats haven't done anything for them… https://t.co/1YmfeerdsH,,False,Sat Nov 09 23:05:04 +0000 2019,20,1193303518746161152
2462,Twitter Media Studio,"Andrew Yang: ""Immigrants are being scapegoated for issues they have nothing to do with in our economy"" #DemDebate https://t.co/be21xNT6mG",,False,Thu Aug 01 01:17:42 +0000 2019,592,1156735724223422464
36,SocialFlow,Impeachment fight looms over freshmen Democrats at home in California https://t.co/TInZkEZMWe https://t.co/xoAkoEUADq,,False,Sun Sep 08 19:30:06 +0000 2019,12,1170781376863494147
16,SocialFlow,"Debate opens new fronts on guns, Biden's age in Democratic race | Analysis https://t.co/hUepGHF85O https://t.co/2tVyjbiAfd",,False,Sat Sep 14 14:27:06 +0000 2019,11,1172879448733077505
49,SocialFlow,The 41 most out-there lines from Donald Trump's Cabinet meeting | Analysis by CNN's Chris Cillizza… https://t.co/QY3hRmleW6,,False,Mon Oct 21 21:04:06 +0000 2019,48,1186387709482455040
92,SocialFlow,The US economy created half a million fewer jobs last year than previously thought https://t.co/CIkfVH1rNp https://t.co/qgauELXF9x,,False,Fri Aug 23 15:58:07 +0000 2019,67,1164929819672555520
35,SocialFlow,Tulsi Gabbard leaves campaign trail for two weeks for active duty training https://t.co/QFyDzWDpoF https://t.co/85AQs9SwtY,,False,Wed Aug 14 01:10:03 +0000 2019,10,1161444840623788032
50,SocialFlow,Justice Department Inspector General Michael Horowitz will testify on the findings of his report into the opening o… https://t.co/AMZDZdumBU,,False,Tue Nov 19 03:32:05 +0000 2019,16,1196632206938169345
12,SocialFlow,US believes Osama bin Laden's son Hamza is dead https://t.co/3db4l2OOv8 https://t.co/Gkovxq4xdX,,False,Thu Aug 01 23:13:05 +0000 2019,5,1157066752725045248
70,SocialFlow,Pete Buttigieg releases tax returns from time at elite consulting firm https://t.co/cGIlHj2tm5 https://t.co/edXM8MZz4k,,False,Wed Nov 20 20:05:41 +0000 2019,14,1197244641948700672
94,Twitter Media Studio,"A new poll shows Joe Biden is the first choice among black Democratic primary voters.

CNN's Harry Enten breaks dow… https://t.co/NpudqGql6c",,False,Sat Aug 17 14:47:00 +0000 2019,32,1162737596637822976
90,TweetDeck,"Bernie Sanders and Elizabeth Warren see eye-to-eye on most issues, yet label themselves differently. Sanders respon… https://t.co/Fl72zIyDUP",,False,Sun Aug 25 13:57:21 +0000 2019,17,1165624203955097600
15,SocialFlow,Possible impeachment witness Charles Kupperman tries to keep lawsuit afloat https://t.co/ati4aLrzNx https://t.co/CRikHDLUdH,,False,Thu Nov 28 11:04:03 +0000 2019,7,1200007440076554240
217,SocialFlow,An unflappable Marie Yovanovitch faces down President Trump's taunts | Analysis https://t.co/QAG9cxY9KT https://t.co/YHXqErBCpc,,False,Sat Nov 16 08:31:03 +0000 2019,49,1195620280560959489
11,SocialFlow,Democrats toughen their stance ahead of gun talks but could cut deals down the road https://t.co/puXnC1DsYo https://t.co/sPpifQGBrx,,False,Thu Aug 08 07:00:07 +0000 2019,6,1159358610331320320
1139,Twitter Media Studio,Tim Ryan to Senate Majority Leader Mitch McConnell: “People are dying on the streets just a couple hours from your… https://t.co/SuGUkxqdaf,,False,Wed Aug 07 14:30:00 +0000 2019,338,1159109440882302976
21,SocialFlow,Get smart on impeachment before Thanksgiving dinner | Analysis https://t.co/krxspOvbXc https://t.co/6Dx7bBgQ0X,,False,Thu Nov 28 04:06:03 +0000 2019,7,1199902246730915841
370,SocialFlow,Judge denies President Trump's request to dismiss Summer Zervos defamation case https://t.co/gAXvzatsRs https://t.co/oQ9D5d7IUY,,False,Wed Nov 20 04:39:09 +0000 2019,91,1197011472494333952
267,SocialFlow,Andrew Yang qualifies for September debates with new Iowa poll https://t.co/AJ7ynQ4B75 https://t.co/Dm4mi0XvhJ,,False,Mon Aug 12 23:50:03 +0000 2019,50,1161062322368057344
58,SocialFlow,Voters turn against Medicaid work requirements in Kentucky https://t.co/VkCj8BFPxX https://t.co/XwAqTtFLdQ,,False,Wed Nov 06 23:16:04 +0000 2019,13,1192219125667565568
17,SocialFlow,Pentagon identifies US Marine killed in Iraq https://t.co/fNcvgbTp7K https://t.co/bnTXJchhbx,,False,Tue Aug 13 08:00:08 +0000 2019,4,1161185654941855745
61,SocialFlow,Bernie Sanders' new climate plan asks Democrats: Do you want a revolution or not? | Analysis https://t.co/jtEgohRbRC https://t.co/8zEMR4b1qa,,False,Tue Aug 27 10:52:06 +0000 2019,14,1166302362308415489
104,SocialFlow,"Joe Biden to say President Trump ""has fanned the flames of white supremacy in this nation"" https://t.co/crtMFx6Mc5 https://t.co/XE05wfrZdo",,False,Wed Aug 07 13:33:05 +0000 2019,30,1159095119020265473
142,SocialFlow,BREAKING: The Supreme Court temporarily blocks the House of Representatives from receiving President Trump's financ… https://t.co/gPC4G0QhYN,,False,Mon Nov 25 23:35:56 +0000 2019,78,1199109492664918016
94,SocialFlow,Help wanted: President Trump looks for his fifth Homeland Security chief in three years https://t.co/4qq9Q9BguO https://t.co/xvKCUE5qmH,,False,Sun Oct 13 16:39:04 +0000 2019,54,1183421907254857729
16,SocialFlow,US Customs and Border Protection will not vaccinate migrants against flu https://t.co/ZnxSgH8mu1 https://t.co/7pP6bNf1zO,,False,Wed Aug 21 13:39:05 +0000 2019,23,1164170056156274693
190,SocialFlow,President Trump is met with loud boos and some cheers at a UFC fight in New York https://t.co/KtoFB8o0vs https://t.co/JikG61Pt6L,,False,Sun Nov 03 15:01:10 +0000 2019,50,1191007416575569920
62,SocialFlow,The FBI director ordered the agency's field offices to scour the country for mass shooting threats… https://t.co/ajsMPG8GGT,,False,Tue Aug 06 05:39:06 +0000 2019,19,1158613446797221889
135,Twitter Media Studio,Julián Castro on decriminalizing the border: “It doesn’t matter how many people you deport or how cruel you are to… https://t.co/7WszVVbl3N,,False,Thu Aug 01 04:21:50 +0000 2019,41,1156782064827609089
19,SocialFlow,What to watch for in tonight's Louisiana governor's race https://t.co/MirpzIs9X4 https://t.co/wJLiI3Mv2t,,False,Sat Nov 16 19:45:05 +0000 2019,17,1195789908721438721
11,SocialFlow,Time's almost up for some 2020 Democrats | Analysis by CNN's Chris Cillizza https://t.co/4CSudiZlYL https://t.co/00WjZHHEsw,,False,Tue Aug 27 11:32:03 +0000 2019,11,1166312415199473666
24,SocialFlow,"Joe Biden still bests fellow Democrats on electability, polls show | Analysis https://t.co/nf0SuczRSB https://t.co/oiEgYHxxxq",,False,Mon Sep 09 09:06:03 +0000 2019,8,1170986715126910976
14,SocialFlow,"President Trump called the supporter that he mocked during a rally over ""a serious weight problem""… https://t.co/SOV4mvD0y8",,False,Sat Aug 17 01:16:02 +0000 2019,10,1162533510646763520
137,SocialFlow,Energy Secretary Rick Perry says he'll cooperate with Congress on Ukraine questions https://t.co/WafTPTX9ek https://t.co/J1b1o7f3rh,,False,Wed Oct 02 19:50:07 +0000 2019,48,1179483720987873280
31,SocialFlow,Whistleblower timeline: Team Trump contacts and Ukraine https://t.co/aJuILbv0RK https://t.co/WvQbZvoLJI,,False,Fri Sep 20 22:14:05 +0000 2019,17,1175171296306634760
16,SocialFlow,Here's when the next Democratic presidential debates are https://t.co/wVPVSLjau9 https://t.co/9LNwmlFtQT,,False,Fri Aug 02 01:07:04 +0000 2019,10,1157095435770761216
33,SocialFlow,"President Trump claims he has ""absolute right"" to order US companies out of China under 1977 law… https://t.co/PgX5WtZsL3",,False,Sat Aug 24 22:31:04 +0000 2019,19,1165391098224812032
30,SocialFlow,President Trump jokes about impeachment at the turkey pardon https://t.co/3GrHamctf4 https://t.co/T0OkxuvhfL,,False,Tue Nov 26 20:05:06 +0000 2019,21,1199418823037931521
39,TweetDeck,"Jake Tapper: Is the President willing to restart peace negotiations with the Taliban?

Mike Pompeo: If the conditio… https://t.co/cJgn78Uwzc",,False,Sun Sep 08 13:25:30 +0000 2019,27,1170689620658577409
47,SocialFlow,"Trump has always measured himself against Obama's legacy, now he's griping about Obama chasing him… https://t.co/ETKMSefmES",,False,Mon Sep 16 20:42:08 +0000 2019,18,1173698604684460032
128,SocialFlow,"Trump's acting chief of staff, Mick Mulvaney, instructed Commerce Secretary Wilbur Ross to pressure NOAA to disavow… https://t.co/U3oXkHKkIW",,False,Wed Sep 11 17:50:08 +0000 2019,85,1171843379954688007
177,SocialFlow,Iowa native JD Scholten announces second bid to unseat GOP Rep. Steve King https://t.co/p0tak6mR5i https://t.co/Oi5zHecPu9,,False,Mon Aug 05 16:58:06 +0000 2019,32,1158421934658523142
25,SocialFlow,Supreme Court Justice Ruth Bader Ginsburg misses court due to illness https://t.co/RhNzH4eTV5 https://t.co/KjHurJdOkb,,False,Thu Nov 14 06:32:04 +0000 2019,10,1194865563832639488
43,SocialFlow,"The National Rifle Association warned President Trump about support for background checks, The Washington Post repo… https://t.co/LgFHVDIhRi",,False,Thu Aug 08 15:00:13 +0000 2019,42,1159479431376846849
43,SocialFlow,New emails tee-up another week in the House impeachment inquiry into President Trump | Analysis… https://t.co/FybyPz8AX3,,False,Mon Nov 25 21:45:08 +0000 2019,18,1199081609149984770
32,SocialFlow,Why Joe Biden's and Bernie Sanders' support is steady as a rock | Analysis by CNN's Harry Enten… https://t.co/tTvoKhByBI,,False,Thu Nov 28 05:07:08 +0000 2019,5,1199917617303166976
20,SocialFlow,What we know about protecting a whistleblower's identity https://t.co/ZqPETJKAzk https://t.co/hpuacY4I88,,False,Wed Nov 20 00:46:01 +0000 2019,7,1196952805845733377
54,SocialFlow,"Ukraine's president says he thought the US would ""only publish their part"" of the call transcript… https://t.co/2dDMW2rSEK",,False,Wed Sep 25 22:08:06 +0000 2019,36,1176981729485238273
29,SocialFlow,In this week’s “Inside Politics” forecast: How the McCains have been drawn into the impeachment drama… https://t.co/shRnnTPWmX,,False,Mon Sep 30 03:47:04 +0000 2019,10,1178516584194871296
16,SocialFlow,Opinion | Eric Holder's warning for the Democratic candidates https://t.co/TJqfJXrkJN https://t.co/ZoQLMuBJDi,,False,Wed Sep 11 18:04:04 +0000 2019,8,1171846886698999814
42,SocialFlow,US to send troops and air and missile defense to Saudi Arabia as Trump announces new Iran sanctions after oil attac… https://t.co/BOcnSFkz5K,,False,Sat Sep 21 18:25:08 +0000 2019,22,1175476068993687558
73,SocialFlow,Bernie Sanders wants to give workers an ownership stakes in big companies https://t.co/h0zXDRqLa2 https://t.co/uJODxcFyQm,,False,Mon Oct 14 19:20:06 +0000 2019,14,1183824822134067201
17,SocialFlow,"Trump, Sessions, Bloomberg: Alabama takes political center stage https://t.co/R0k44pUeBq https://t.co/GGu0VPKpUZ",,False,Sat Nov 09 20:25:06 +0000 2019,8,1193263263649280008
74,SocialFlow,"Joe Walsh says he is challenging President Trump ""to make the moral case against him"" https://t.co/9uac5IVfP7 https://t.co/LgHIvQnLoB",,False,Mon Aug 26 18:47:06 +0000 2019,17,1166059513394409472
21,SocialFlow,Here are the House Democrats who haven't called for impeachment https://t.co/C9e13zxF6Z https://t.co/qff4xyC23d,,False,Wed Sep 25 21:49:05 +0000 2019,19,1176976943977291776
27,SocialFlow,VA staffers expressed frustrations over having to entertain “ridiculous” meetings and questions from President Trum… https://t.co/k7aPTZ4v58,,False,Mon Aug 26 10:37:03 +0000 2019,20,1165936187607048193
105,SocialFlow,"Protesters chanting ""3 million deportations"" interrupt Biden #DemDebate https://t.co/sIZSECWSnQ https://t.co/XcWtCwvc6y",,False,Thu Aug 01 01:19:18 +0000 2019,42,1156736127153446913
25,SocialFlow,Here's what happened in the impeachment inquiry today https://t.co/7c9A8aOetz https://t.co/GA9mB2HpjT,,False,Sun Oct 20 20:33:03 +0000 2019,15,1186017507641085955
194,SocialFlow,NEW: Former US Special Envoy for Ukraine Kurt Volker plans to appear before House Foreign Affairs Committee next we… https://t.co/UWqBoUKwq0,,False,Sat Sep 28 21:36:14 +0000 2019,58,1178060876013809664
11,SocialFlow,Here's what Mark Sanford said about voting for President Trump against a Democrat for 2020 https://t.co/PsjzOst8Tl https://t.co/f77s4X2X3Z,,False,Mon Aug 19 11:51:04 +0000 2019,5,1163418099070189569
52,SocialFlow,"""Not gonna happen,"" Greenlanders say after Trump inquired about buying the island https://t.co/dhtCzPYz2g https://t.co/VY7qGScysO",,False,Fri Aug 16 19:03:04 +0000 2019,12,1162439651619168257
245,Twitter Media Studio,President Trump was greeted by protesters as he arrived in New York for a controversial fundraiser hosted by Stephe… https://t.co/yTGbsPPWtz,,False,Fri Aug 09 17:46:00 +0000 2019,129,1159883540290576384
43,SocialFlow,Education Secretary Betsy DeVos' security detail could cost $26 million over four years https://t.co/CO5rMmxgV9 https://t.co/t0Q7gD0BhX,,False,Thu Oct 03 02:00:13 +0000 2019,50,1179576858565840896
14,SocialFlow,Is it panic time for Kamala Harris? | Analysis by CNN's Chris Cillizza https://t.co/wOzVy6d0Of https://t.co/j2sbHBEhnq,,False,Thu Aug 22 18:44:03 +0000 2019,9,1164609193489420289
31,SocialFlow,Democrats' diverse debate stage highlights society's progress – and problems | Analysis https://t.co/GPhFYpKV42 https://t.co/dMA2FH7LIt,,False,Sat Nov 23 20:01:04 +0000 2019,8,1198330646558629892
80,SocialFlow,GOP Sen. Ron Johnson barred from entering Russia https://t.co/Mduha1adbg https://t.co/XMEFWZ5f5T,,False,Tue Aug 27 13:19:04 +0000 2019,50,1166339345894297600
97,SocialFlow,"Kamala Harris says Trump administration's move on green cards part of effort to ""vilify a whole group of people""… https://t.co/2MoY3Xa8Mq",,False,Tue Aug 13 14:42:16 +0000 2019,25,1161286856711053313
40,SocialFlow,Russian company accused of attempting to interfere in the 2016 election could face trial in April… https://t.co/QZmaDEtDYA,,False,Wed Aug 21 06:30:05 +0000 2019,14,1164062095656345600
1527,TweetDeck,Jake Tapper: Congressman Beto O’Rourke and Governor Jay Inslee have said they think President Trump is a white nati… https://t.co/rIHbTQLSIi,,False,Sun Aug 04 14:01:25 +0000 2019,506,1158015083399847936
18,SocialFlow,Trial of alleged Mar-a-Lago intruder to shed light on security at Trump resort https://t.co/EfkT1YvLhL https://t.co/HSVvuEJaqL,,False,Mon Sep 09 21:10:06 +0000 2019,9,1171168927562514433
13,SocialFlow,Marianne Williamson confronts past statements about antidepressants and depression https://t.co/iTU9QtoWSz https://t.co/GFtTIr0Q5d,,False,Sat Aug 03 06:04:06 +0000 2019,4,1157532576732581894
48,SocialFlow,Top House Judiciary Republican tells court to ignore Democrats' impeachment probe https://t.co/ku9CAqDEIE https://t.co/hkxkg4M1m6,,False,Thu Oct 03 18:45:10 +0000 2019,27,1179829764162498560
54,SocialFlow,Hillary Clinton doesn't think much of President Trump's idea about nuking hurricanes https://t.co/5kopLIRGOQ https://t.co/H4Nb00O6pv,,False,Tue Aug 27 08:29:07 +0000 2019,13,1166266377105227776
29,SocialFlow,Democrats' diverse debate stage highlights society's progress – and problems | Analysis https://t.co/rkTurgtlEy https://t.co/ctgooFMQ7h,,False,Fri Nov 22 00:51:06 +0000 2019,7,1197678858490826754
15,SocialFlow,Appeals court says Colorado elector didn't have to vote for Hillary Clinton https://t.co/3SvPdfyKqQ https://t.co/PcRqpHn6zT,,False,Wed Aug 21 23:14:06 +0000 2019,4,1164314764169887744
25,SocialFlow,House Republicans ask Republican senator for information on Ukraine https://t.co/WAO1k2NQN1 https://t.co/Ms1izDzTIQ,,False,Mon Nov 18 14:42:03 +0000 2019,9,1196438421998321667
43,SocialFlow,The anonymous senior Trump administration official behind the 2018 New York Times op-ed has written a new book titl… https://t.co/Nu9m8t4RAq,,False,Wed Oct 23 21:02:10 +0000 2019,22,1187111997386711048
19,SocialFlow,Bernie Sanders says he's back. Is he? | The Point https://t.co/2tYegEMbQG https://t.co/cIEqWFhxMj,,False,Thu Oct 10 22:52:06 +0000 2019,3,1182428621048295425
205,SocialFlow,The House Oversight Committee is investigating whether increased military expenditures are benefiting the Trump Tur… https://t.co/H8GTDWF3wY,,False,Sat Sep 07 12:10:02 +0000 2019,84,1170308240959311874
14,SocialFlow,President Trump to welcome Romanian President to the White House https://t.co/IbFHYFVYx4 https://t.co/PXUqVVjRPt,,False,Tue Aug 20 14:16:12 +0000 2019,5,1163817010167332869
11,SocialFlow,Deposition for House impeachment investigation delayed https://t.co/KEFu8GB9rz https://t.co/E1XthFj6Nm,,False,Tue Oct 01 21:15:09 +0000 2019,11,1179142733803458560
217,SnapStream TV Search,Rep. Adam Schiff says there is “merit to the idea that [they] may get a quicker ruling from a Chief Justice in a Se… https://t.co/nmEcVfmGzQ,,False,Sun Nov 24 14:59:37 +0000 2019,88,1198617169845772289
14,SocialFlow,The 28 most egregious lines from Donald Trump's Pennsylvania speech | Analysis by CNN's Chris Cillizza… https://t.co/tK21YUskqU,,False,Wed Aug 14 18:32:05 +0000 2019,9,1161707079083659272
9,SocialFlow,Trump court nominee expresses regret for past writings https://t.co/FeyJvKmCIt https://t.co/YmCZ1XJDny,,False,Fri Sep 27 23:10:07 +0000 2019,7,1177722111453999110
59,SocialFlow,Exclusive: Trump DC hotel sales pitch boasts of millions to be made from foreign governments https://t.co/x5GsmOduwW https://t.co/VFsbnm6wiO,,False,Thu Nov 14 11:31:06 +0000 2019,68,1194940818131472384
29,SocialFlow,Uproar over Trump donations sparks fresh debate about disclosure https://t.co/iQPPJG4prv https://t.co/63m9sGEqaE,,False,Sat Aug 10 04:32:03 +0000 2019,18,1160046126709579776
30,SocialFlow,President Trump suggests opening more mental institutions to deal with mass shootings https://t.co/Nfx2YRUlFZ https://t.co/5eFWjPNbMT,,False,Thu Aug 15 22:31:08 +0000 2019,16,1162129623741870080
